1,Negative Sentiment,Movie review,"It feels like an after-school special gussied up with some fancy special effects, and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes.",The reviewer had an extremely negative impression of the film.,,0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 0.0 -0.3333 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.6667 -0.6667 -0.6667 -0.6667 -0.6667 -0.6667 -0.6667 -0.3333 -0.3333 -0.3333, 0.0 3258.87 0.0 2267.65 5576.0 3194.51 4919.48 0.0 2962.79 5189.82 2949.92 2937.05 1804.23 0.0 2782.57 5949.32 1121.96 1636.88 2834.06 3464.84 0.0 3387.6 1469.53 1932.96 0.0 4095.61 0.0 2254.78 0.0 5872.08 2782.57 5151.2 2113.18, 0 794.83 0 561.58 1236.1 633.29 1215.64 0 732.37 1442.89 776.26 1214.15 460.73 0 790.87 1685.21 469.05 309.34 691.3 831.54 0 867.9 255.95 403.8 0 1093.79 0 506.48 0 1518.56 674.87 1430.57 461.3, 0 1424.14 0 922.26 2089.55 1132.02 1971.3 0 1196.58 2238.82 1238.56 1674.53 752.38 0 1228.24 2594.26 659.08 576.06 1136.34 1370.54 0 1395.39 497.74 714.62 0 1726.74 0 865.23 0 2416.11 1112.24 2220.74 798.96,0.0 7.71 0.0 3.22 0.0 4.23 6.57 0.0 6.72 0.0 7.52 3.17 0.0 0.0 2.53 5.99 0.0 0.83 0.0 3.62 0.0 3.27 1.65 0.62 0.0 3.31 0.0 1.98 0.0 4.17 0.0 3.88 0.0, 0 4.34 6.23 0.0 0.0 0.16 5.74 0 3.37 1.52 4.07 5.08 0.0 0 0.0 5.81 0.0 0.0 0.0 3.53 0 2.27 0.74 0.0 0 3.57 0 0.0 0.0 1.19 1.76 4.77 0.0,0 4.66 5.19 0.0 0.0 0.97 4.8 0 3.28 1.01 3.26 3.85 0.0 0 0.0 5.34 0.0 0.0 0.0 3.08 0 1.98 0.97 0.0 0 2.93 0 0.0 0.0 1.05 1.87 4.47 0.0,0.00 -0.10 0.91 0.01 -0.02 0.02 0.02 -0.04 -0.02 -0.02 -0.03 0.02 -0.01 -0.01 -0.02 -0.05 -0.01 -0.01 0.01 0.01 0.02 0.04 0.00 0.02 -0.06 -0.03 0.07 0.02 -0.02 -0.03 0.37 -0.01 0.03 -0.01 -0.00 -0.00 0.03 -0.01 -0.02 -0.01 0.02 0.00,-0.1 0.91 0.01 -0.02 0.0 -0.02 -0.02 -0.006666666666666665 -0.01 -0.02 -0.05 -0.01 0.0 0.01 0.02 0.04 0.0 -0.019999999999999997 -0.03 0.07 0.02 -0.02 -0.03 0.37 -0.01 0.03 -0.01 0.0 0.0 0.03 -0.01 -0.02 0.005,0.0 nan 6.162394046783447 0.8729148507118225 12.36447262763977 1.198596477508545 0.1358998715877533 14.216551445424557 0.12143117189407349 0.5263311862945557 2.7801787853240967 5.290171146392822 3.912316232919693 2.5432486534118652 1.8190653324127197 8.992745399475098 5.81381368637085 10.866719245910645 2.9526326656341553 7.375566482543945 8.833600044250488 2.4417965412139893 5.8060302734375 0.2054263800382614 3.187962293624878 0.06302265077829361 8.40987777709961 0.6312775611877441 2.7522575855255127 5.166601657867432 4.848696708679199 3.1823172569274902 11.827027916908264,-0.1 0.91 0.01 -0.02 0.0 -0.02 -0.02 -0.019999999999999997 -0.01 -0.02 -0.05 -0.01 0.0 0.01 0.02 0.04 0.0 -0.039999999999999994 -0.03 0.07 0.02 -0.02 -0.03 0.37 -0.01 0.03 -0.01 0.0 0.0 0.03 -0.01 -0.02 0.01
2,Negative Sentiment,Movie review,The film's few ideas are stretched to the point of evaporation; the whole central section is one big chase that seems to have no goal and no urgency.,NO_QUESTION,,0.0 0.0 -0.3333 -0.3333 -0.3333 -0.6667 -0.6667 -0.6667 -0.6667 -0.3333 -0.6667 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.6667 -0.6667 -0.3333 -0.3333 -0.3333, 0.0 9627.99 3217.25 2818.19 0.0 3371.73 0.0 0.0 2959.79 0.0 4144.11 0.0 3474.71 2406.26 5019.47 0.0 0.0 1929.96 1015.98 2779.57 0.0 2110.18 0.0 0.0 2740.95 0.0 0.0 1878.46, 0 2589.83 729.51 687.19 0 863.79 0 0 732.37 0 1110.22 0 896.65 555.76 1139.5 0 0 403.8 112.2 674.87 0 461.3 0 0 662.55 0 0 387.37, 0 4317.27 1232.07 1130.31 0 1389.36 0 0 1196.58 0 1750.83 0 1437.56 937.53 2160.5 0 0 714.62 286.88 1112.24 0 798.96 0 0 1094.16 0 0 690.52, 0.0 4.58 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.97 0.0 2.69 0.0 0.0 4.16 0.0 0.35 0.0 2.82 0.0 0.0 0.0 1.4 1.59 0.18, 0 3.72 0.0 0.0 0.0 0.0 0.0 2.23 0.0 0 0.0 0 5.26 1.31 0.0 0 6.36 0.0 0.0 0.0 0.0 1.88 0.0 0 1.71 4.39 7.6 1.04, 0 3.74 0.0 0.0 0.0 0.0 0.0 2.35 0.0 0 0.0 0 6.37 1.03 0.0 0 5.88 0.0 0.0 0.0 0.0 2.02 0.0 0 1.36 3.89 7.09 0.96,0.00 -0.01 0.07 -0.07 0.02 0.10 0.01 -0.06 0.38 0.01 0.08 0.13 -0.03 0.01 0.09 -0.12 0.17 0.19 -0.16 -0.09 -0.08 -0.16 0.05 0.11 -0.54 0.12 0.25 -0.02 -0.17 -0.05 -0.11 -0.10 -0.11 0.45 0.08 0.00,-0.01 0.006666666666666667 0.1 0.01 -0.06 0.38 0.01 0.08 0.13 -0.03 0.037500000000000006 0.19 -0.16 -0.09 -0.08 -0.16 0.05 0.11 -0.54 0.12 0.25 -0.02 -0.17 -0.05 -0.11 -0.1 -0.11 0.265,0.0 nan 2.342338800430298 8.928823471069336 8.323497772216797 1.9240566492080688 8.478243827819824 1.1178812980651855 0.5445711612701416 2.3683738708496094 13.47170387301594 3.900068998336792 1.6291999816894531 5.046573638916016 8.186976432800293 5.905182838439941 1.27951979637146 4.107670783996582 2.514284133911133 5.655920028686523 4.224994659423828 4.258541107177734 0.67463618516922 2.047435760498047 1.72870934009552 5.109969615936279 3.182338237762451 7.083217024803162,-0.01 0.02 0.1 0.01 -0.06 0.38 0.01 0.08 0.13 -0.03 0.15000000000000002 0.19 -0.16 -0.09 -0.08 -0.16 0.05 0.11 -0.54 0.12 0.25 -0.02 -0.17 -0.05 -0.11 -0.1 -0.11 0.53
3,Negative Sentiment,Tweet,"I feel exhausted ...I tried to do a good job, but apparently God does not see me right. I'm weary! I EXIST! #exist #weary #misonorotta",The author of the tweet is likely feeling demoralized.,,0.0 -0.6667 -1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 0.0 -0.6667 -0.3333 -0.6667 -0.6667 -0.6667 -0.6667 -0.6667 -1.0 0.0 0.0 0.0 -0.6667 0.0, 0.0 2084.05 2393.0 0.0 3487.2 0.0 0.0 0.0 2393.0 0.0 0.0 3706.04 2534.6 3088.14 217.47 3615.93 4053.61 2920.79 2212.78 4671.52 0.0 1787.97 4452.68 5199.31 15394.69, 0 465.41 513.98 0 913.08 0 0 0 468.98 0 0 836.9 609.15 785.76 0.0 954.15 967.79 732.37 506.48 1269.93 0 415.94 1122.11 1243.32 3728.12, 0 804.99 899.58 0 1461.66 0 0 0 949.58 0 0 1564.07 1015.85 1274.9 0.0 1521.9 1726.74 1196.58 865.23 2278.91 0 711.43 1814.49 2046.92 7050.31, 0.0 0.0 0.0 0.0 2.88 0.0 0.0 2.49 0.0 0.0 0.0 1.87 0.0 4.76 0.0 5.12 1.34 4.39 1.91 0.0 0.0 0.0 0.0 0.0 0.0, 0 0.0 0.0 0.0 2.98 0.0 0.0 4.04 0.0 0.63 0.0 0.02 0.0 3.94 0.0 3.23 5.76 2.49 3.5 0.0 0 0.0 0.0 5.52 5.53, 0 0.0 0.0 0.0 2.84 0.0 0.0 3.94 0.96 0.76 0.0 0.0 0.0 3.62 0.0 3.12 6.66 2.26 3.55 0.0 0 0.0 0.0 4.86 7.48,0.00 -0.04 -0.01 0.28 0.01 0.03 0.04 0.00 0.01 0.01 -0.03 0.03 -0.18 0.03 -0.01 0.00 -0.07 0.01 -0.03 0.05 0.02 -0.01 0.04 -0.03 0.02 -0.04 -0.09 0.51 -0.04 0.06 -0.40 -0.00 -0.17 -0.33 -0.19 -0.09 -0.16 0.17 -0.08 0.14 0.42 0.00,-0.04 -0.01 0.28 0.02 0.01 0.01 -0.03 0.03 -0.18 0.009999999999999998 0.0 -0.07 0.01 -0.03 0.05 0.02 -0.01 0.005000000000000001 -0.03666666666666667 0.23500000000000001 0.06 -0.2 -0.25 -0.14 0.098,0.0 nan 5.138221263885498 15.951627731323242 4.929274082183838 6.7983198165893555 0.3416651785373688 3.2474119663238525 2.876577377319336 2.673612654209137 1.6933649778366089 0.45723751187324524 8.132354736328125 8.495433807373047 3.579601287841797 0.13477714359760284 3.981281280517578 7.944236993789673 3.646772861480713 10.542337894439697 6.326702117919922 20.731452345848083 8.22975468635559 9.843489050865173 33.73997014760971,-0.04 -0.01 0.28 0.08 0.01 0.01 -0.03 0.03 -0.18 0.019999999999999997 0.0 -0.07 0.01 -0.03 0.05 0.02 -0.01 0.010000000000000002 -0.11 0.47000000000000003 0.06 -0.4 -0.5 -0.28 0.49
4,Negative Sentiment,Movie review,"The movie, directed by Mick Jackson, leaves no cliche unturned, from the predictable plot to the characters straight out of central casting.",The reviewer seemed to have mixed emotions about the film.,,0.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 -1.0 -0.3333 0.0 0.0 -1.0 -0.6667 0.0 0.0 -0.6667 -0.3333 -0.6667 -0.6667 -1.0 -1.0,,,, 0.0 0.94 0.0 0.63 0.0 1.02 0.0 0.0 7.38 0.0 2.05 0.0 1.52 0.0 0.0 2.29 1.86 0.66 0.0 0.0 1.19 1.38, 0 2.78 0.12 0.0 0.5 0.53 0.0 2.48 11.89 0.0 1.92 0.0 0.0 0.0 0.0 2.38 1.54 2.73 0 0.22 1.37 1.29, 0 3.5 0.03 0.0 0.39 0.19 0.0 2.06 12.28 0.0 2.01 0.0 0.0 0.0 0.0 2.24 1.81 2.75 0 0.02 2.26 1.17,0.00 0.03 -0.05 -0.10 -0.48 0.03 -0.07 -0.11 -0.00 -0.46 -0.03 0.39 0.35 0.11 0.24 -0.02 -0.04 0.04 0.06 0.03 0.18 -0.00 -0.04 0.11 -0.02 -0.11 0.02 -0.09 -0.32 -0.03 0.00,0.03 -0.07500000000000001 -0.48 0.03 -0.07 -0.055 -0.46 -0.03 0.39 0.12799999999999997 0.04 0.06 0.03 0.18 0.0 -0.04 0.11 -0.02 -0.11 0.02 -0.09 -0.175,0.0 nan 3.045198917388916 2.9972190856933594 0.04134675860404968 11.332175731658936 0.5905190706253052 8.214532852172852 2.1484885215759277 18.333559679798782 1.8864705562591553 2.013862133026123 0.629519522190094 8.950701713562012 3.580538272857666 1.215880274772644 0.18937738239765167 5.112781524658203 9.43600082397461 1.0887224674224854 0.015708280727267265 7.924673723988235,0.03 -0.15000000000000002 -0.48 0.03 -0.07 -0.11 -0.46 -0.03 0.39 0.6399999999999999 0.04 0.06 0.03 0.18 0.0 -0.04 0.11 -0.02 -0.11 0.02 -0.09 -0.35
5,Negative Sentiment,Tweet,Some 'friends' get bitter when it seems your life is moving better than theirs.,NO_QUESTION,,0.0 -0.6667 0.0 -1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0, 2446.49 4351.69 2909.92 1867.21 2240.53 3218.87 3257.49 0.0 2575.22 2343.51 2858.43 2395.0 1995.94 3862.52, 580.4 1020.25 728.26 258.59 514.69 826.83 726.15 0 621.47 547.55 711.83 450.98 436.66 1032.18, 973.67 1865.3 1190.56 565.57 877.28 1335.14 1240.22 0 1033.92 925.48 1166.46 836.58 762.82 1636.37, 0.0 10.07 0.0 0.39 0.0 5.35 0.0 0.0 2.06 3.38 0.0 2.1 0.0 0.0, 0.0 7.63 0.0 0.0 2.06 0.57 0.0 4.11 0.0 0.35 0.0 0.64 0.0 0.0, 0.0 8.34 0.0 0.0 2.16 0.82 0.0 3.54 0.0 0.59 0.0 0.39 0.0 0.0,0.00 0.02 0.14 -0.04 -0.02 0.00 0.40 0.19 -0.08 0.11 0.22 0.07 -0.09 0.12 -0.10 0.11 -0.74 -0.34 0.00,0.02 0.02666666666666667 0.0 0.4 0.19 -0.08 0.11 0.22 0.07 -0.09 0.12 -0.1 0.11 -0.54,0.0 nan 0.17150476574897766 6.418369770050049 8.716039657592773 2.2931857109069824 3.9662058353424072 4.5690717697143555 5.356473445892334 4.7229509353637695 0.7310413718223572 5.456537246704102 6.92466926574707 1.322563350200653,0.02 0.08 0.0 0.4 0.19 -0.08 0.11 0.22 0.07 -0.09 0.12 -0.1 0.11 -1.08
6,Negative Sentiment,Tweet,@BBCBreaking I have some mistrust of the medical profession.  The cover up was more important than the patients.,NO_QUESTION,,0.0 -0.3333 -0.3333 -0.3333 -0.6667 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.6667 -0.6667 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333,,,, 4.6 0.0 0.0 0.0 0.0 4.98 0.0 2.31 2.74 0.0 0.0 0.0 2.38 1.69 0.0 3.09 1.14 5.63, 3.83 0.0 0.0 0.0 0.0 0 0 2.38 1.63 0.0 0.0 0.0 1.33 1.51 0.0 1.9 0.62 4.6, 2.37 0.0 0.0 0.0 0.0 0 0 1.78 1.5 0.0 0.0 0.0 0.8 1.42 0.0 1.12 0.97 4.0,0.00 0.95 -0.02 -0.14 0.02 -0.01 0.04 -0.01 -0.07 0.04 0.03 -0.03 0.01 -0.11 -0.11 -0.00 -0.00 -0.08 -0.05 -0.12 -0.05 -0.04 -0.04 -0.01 0.05 0.05 0.00,0.46499999999999997 -0.043333333333333335 0.04 -0.01 -0.07 0.013333333333333336 0.01 -0.11 -0.03666666666666667 -0.08 -0.05 -0.12 -0.05 -0.04 -0.04 -0.01 0.05 0.05,nan 14.046325206756592 9.785126686096191 3.0066349506378174 4.848863124847412 12.818788528442383 1.1016570329666138 1.2160112857818604 8.949355781078339 7.754573345184326 3.5678136348724365 8.555899620056152 1.5510517358779907 3.2994179725646973 4.572774887084961 3.634796142578125 0.6990640163421631 4.997154235839844,0.9299999999999999 -0.13 0.04 -0.01 -0.07 0.04000000000000001 0.01 -0.11 -0.11 -0.08 -0.05 -0.12 -0.05 -0.04 -0.04 -0.01 0.05 0.05
7,Negative Sentiment,Tweet,I have actually watch drugs destroy an entire family Mother's on skid row. Oldest daughter lost her child. Father is estranged. #horrific,NO_QUESTION,,0.0 0.0 0.0 0.0 -0.6667 -1.0 0.0 0.0 0.0 0.0 0.0 -0.3333 -0.3333 0.0 0.0 -1.0 -0.6667 -0.6667 0.0 0.0 -1.0 -0.6667, 0.0 121.9 3056.93 2027.1 623.94 0.0 3443.12 1486.43 1846.87 4305.61 1319.08 2709.36 0.0 791.29 4176.88 392.23 3237.15 0.0 1100.24 0.0 4923.51 1319.08, 0 16.4 785.81 493.25 45.58 0 945.03 327.75 440.75 915.2 292.36 554.92 0 115.97 916.13 0.0 778.31 0 197.54 0 1274.34 267.36, 0 65.66 1499.25 826.29 169.62 0 1488.98 580.26 746.95 1587.62 519.94 989.59 0 264.94 1569.38 61.18 1291.59 0 392.53 0 2038.8 494.94, 0.0 0.0 0.0 2.68 0.0 0.49 2.53 4.51 0.0 2.04 0.27 1.56 0.99 0.0 2.0 0.0 2.36 2.79 0.0 2.5 12.6 11.23, 0 0.0 0.0 3.15 0.0 0.3 2.8 1.38 0.0 2.28 2.06 0.0 1.87 0.0 1.85 0.0 2.29 4.49 0.0 0 9.7 5.57, 0 0.0 0.0 2.73 0.0 0.99 2.27 1.54 0.0 1.92 1.5 0.42 1.46 0.0 2.14 0.0 2.61 4.93 0.0 0 11.51 5.61,0.00 0.31 0.05 0.31 0.15 -0.14 0.06 0.02 0.03 -0.02 -0.05 0.00 -0.01 0.05 -0.00 -0.10 0.02 -0.06 -0.08 -0.00 0.01 -0.06 0.01 -0.00 0.07 0.07 -0.65 -0.06 0.52 -0.12 0.00,0.31 0.05 0.31 0.15 -0.14 0.06 0.02 0.03 -0.02 -0.02 0.05 0.0 -0.04666666666666667 -0.08 0.0 0.01 -0.06 0.005 0.07 0.07 -0.355 0.2,0.0 nan 3.1262612342834473 6.951055526733398 10.340521812438965 12.378395080566406 7.846600532531738 5.285590648651123 0.7427152395248413 16.543780088424683 2.964660406112671 6.460909366607666 8.81865419447422 1.6308008432388306 13.267489433288574 2.4967808723449707 4.4867448806762695 6.436276197433472 2.156177520751953 4.370901584625244 10.956473350524902 18.228060364723206,0.31 0.05 0.31 0.15 -0.14 0.06 0.02 0.03 -0.02 -0.060000000000000005 0.05 0.0 -0.14 -0.08 0.0 0.01 -0.06 0.01 0.07 0.07 -0.71 0.4
8,Negative Sentiment,Movie review,"It's so mediocre, despite the dynamic duo on the marquee, that we just can't get no satisfaction.",NO_QUESTION,,0.0 -0.3333 -0.6667 -0.3333 0.0 -0.3333 -0.3333 0.0 0.0 0.0 0.0 -0.6667 -0.3333 -0.6667 -0.6667 -1.0 -1.0, 0.0 835.91 2741.11 629.94 1852.87 1827.13 0.0 823.04 1814.26 1273.59 0.0 3976.91 0.0 591.32 2419.28 0.0 3732.33, 0 126.29 693.14 231.58 330.75 397.53 0 107.18 423.43 250.93 0 1113.42 0 239.26 473.46 0 819.38, 0 281.01 1131.64 396.62 636.95 699.9 0 259.99 723.87 470.84 0 1735.99 0 357.55 864.02 0 1405.52, 1.67 1.56 0.0 7.88 0.0 3.72 0.0 0.0 1.48 7.89 0.46 0.0 2.88 0.0 1.77 0.0 11.12, 0 1.39 0.0 6.1 0.0 2.65 0.0 0.05 0.0 6.09 2.15 0.0 0.02 0.0 0.95 0.0 3.2, 0 1.09 0.0 6.44 0.0 2.87 0.0 0.01 0.0 7.1 1.64 0.0 0.0 0.0 0.86 0.0 3.06,0.00 -0.02 -0.21 -0.08 -0.11 0.02 0.39 0.29 0.04 0.09 0.03 0.02 0.02 -0.03 0.07 0.08 0.11 0.01 -0.09 -0.04 -0.17 0.07 0.13 0.05 0.01 0.03 0.11 -0.77 -0.01 0.00,-0.10333333333333333 -0.11 0.185 0.09 0.03 0.02 0.02 -0.03 0.07 0.027500000000000004 -0.04 -0.17 0.07 0.06333333333333334 0.03 0.11 -0.39,nan 0.8890708088874817 16.21100902557373 1.9752683639526367 7.1453704833984375 1.1259783506393433 10.559783935546875 3.339158058166504 6.21941614151001 9.527804732322693 1.436316967010498 0.7769314050674438 3.4979279041290283 6.205620169639587 0.0022774015087634325 2.2334706783294678 11.319374203681946,-0.31 -0.11 0.74 0.09 0.03 0.02 0.02 -0.03 0.07 0.11000000000000001 -0.04 -0.17 0.07 0.19 0.03 0.11 -0.78
9,Negative Sentiment,Movie review,"For all the writhing and wailing, tears, rage and opium overdoses, there's no sense of actual passion being washed away in love's dissolution.",The reviewer had a mildly negative impression of the film.,,0.0 0.0 0.0 -0.6667 0.0 -0.6667 -0.6667 -0.6667 0.0 0.0 -0.6667 0.0 -0.3333 -0.3333 -0.3333 -0.3333 -0.3333 0.0 -0.3333 -0.3333 0.0 -0.3333 -0.3333, 889.05 3368.68 1888.29 2731.47 1211.64 2338.84 1868.98 2029.89 927.67 0.0 658.1 1978.4 683.85 2924.56 1862.54 2538.37 1952.65 1481.97 1199.59 2229.42 613.05 3690.5 1650.14, 366.11 895.83 410.02 705.03 616.46 611.27 472.36 594.7 390.75 0 244.25 452.27 378.68 731.14 415.3 638.43 457.05 749.96 200.79 604.36 312.5 824.51 407.54, 652.43 1423.14 716.82 1157.93 1007.02 985.18 776.29 922.59 688.58 0 790.92 772.49 612.02 1192.29 718.27 1042.06 773.44 1221.05 405.01 961.97 524.75 1399.75 678.87, 0.0 1.55 0.67 2.38 2.46 0.0 0.0 0.11 0.0 0.54 0.0 2.45 0.64 4.76 2.51 0.0 0.0 0.0 0.0 2.73 0.0 0.0 0.0, 0.0 0.0 0.0 1.78 0.0 0.0 0.0 1.19 0.0 3.05 0.0 0.0 0.07 0.0 1.39 0.0 0.0 0.0 0.0 1.43 0.0 0.0 0.0, 0.0 0.0 0.0 4.12 0.0 0.0 0.0 1.58 0.0 3.09 0.0 0.0 0.0 0.0 0.99 0.0 0.0 0.0 0.0 0.72 0.0 0.0 0.0,0.00 -0.15 0.11 0.15 0.04 -0.06 0.11 0.09 -0.05 0.03 -0.14 0.11 -0.02 -0.12 0.02 -0.03 -0.24 0.05 -0.05 0.08 -0.09 0.09 -0.01 -0.19 -0.04 0.05 -0.13 -0.03 0.13 0.18 0.04 0.09 -0.80 -0.16 0.00,-0.15 0.11 0.15 0.04 -0.06 0.05000000000000001 -0.05500000000000001 0.11 -0.02 -0.12 -0.08333333333333333 0.02666666666666667 -0.09 0.09 -0.01 -0.19 -0.04 0.05 -0.13 -0.03 0.13 0.10333333333333333 -0.48000000000000004,0.0 nan 3.993867874145508 0.9796066880226135 16.043487071990967 6.55795131623745 10.246098399162292 2.116738796234131 4.439606666564941 1.2208874225616455 20.179195404052734 3.4755496978759766 1.9374573230743408 2.3325726985931396 5.047441005706787 0.6610117554664612 6.095310211181641 7.044002532958984 5.816493511199951 8.346940994262695 0.2758326232433319 9.82405710220337 10.47054672241211,-0.15 0.11 0.15 0.04 -0.06 0.15000000000000002 -0.11000000000000001 0.11 -0.02 -0.12 -0.25 0.08 -0.09 0.09 -0.01 -0.19 -0.04 0.05 -0.13 -0.03 0.13 0.31 -0.9600000000000001
10,Negative Sentiment,Tweet,"Lost without my Mom plus tired, sick and full of cold is just another day in paradise..... #upset #unwell #missyoumommybear",The author of the tweet was feeling angry.,,-1.0 -0.3333 0.0 0.0 0.0 -1.0 -1.0 0.0 0.0 0.0 -1.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.6667 -0.6667 -0.3333, 2493.82 3645.95 599.11 1560.01 2513.13 5255.07 1811.55 920.94 1554.09 1000.03 1863.04 0.0 1792.24 3291.94 0.0 875.88 1927.41 1834.92 2176.05 4090.06, 783.05 904.13 219.39 734.14 622.71 1196.02 398.88 435.75 422.23 431.82 432.8 0 392.71 712.19 0 407.0 435.84 872.95 1236.63 1030.33, 1179.97 1472.66 429.72 1217.95 1022.51 2305.73 694.18 741.95 679.19 748.82 735.77 0 685.14 1227.99 0 699.77 748.4 1597.42 1916.72 1665.01, 0.98 0.99 0.0 0.0 1.1 0.0 0.0 2.37 1.16 3.69 0.0 2.56 0.17 0.84 0.0 0.0 0.0 0.0 0.0 0.0, 0.0 0.91 0.0 1.38 0.0 0.0 0.0 0.0 0.0 5.3 0.0 3.72 0.0 0.49 0.62 0.0 0.0 0.0 0.0 0.0, 0.0 0.67 0.0 1.22 0.0 0.0 0.0 0.0 0.0 5.23 0.0 3.37 0.0 0.69 0.76 0.0 0.0 0.0 0.0 0.0,0.00 -0.05 0.16 0.13 0.08 -0.24 -0.25 -0.03 -0.18 0.02 -0.02 0.01 -0.05 -0.01 0.02 0.13 -0.17 0.11 0.09 -0.12 -0.09 -0.14 -0.13 0.01 0.21 -0.36 0.06 -0.30 0.36 -0.12 0.24 -0.33 0.06 -0.28 -0.07 -0.05 0.00,-0.05 0.16 0.13 -0.07999999999999999 -0.14 -0.18 0.02 -0.02 0.01 -0.05 -0.01 0.02 0.13 -0.17 0.11 -0.06333333333333334 -0.075 -0.12 -0.023750000000000007,0.0 nan 8.764323234558105 22.819809913635254 21.08345317840576 2.610259771347046 4.764139175415039 1.172102689743042 5.635272979736328 0.09919007867574692 6.123307228088379 7.289089202880859 3.4643054008483887 4.337944507598877 1.5716034173965454 7.342177987098694 12.234484672546387 10.451931357383728 30.305343240499496,-0.05 0.16 0.13 -0.15999999999999998 -0.28 -0.18 0.02 -0.02 0.01 -0.05 -0.01 0.02 0.13 -0.17 0.11 -0.38 -0.15 -0.24 -0.19000000000000006
